id,cluster_id,latitude,longitude,vehicle_type,is_peak,Final_VIRS_Score
V001525,8,12.928031,77.595684,CAR,1,0.4431
V001526,8,12.927681,77.596812,AUTO,0,0.4295
V001527,8,12.923088,77.595365,AUTO,0,0.4597
V001528,8,12.923585,77.591831,CAR,0,0.235
V001529,8,12.930064,77.596018,BIKE,1,0.0981
V001530,8,12.926812,77.593743,BIKE,1,0.3869
V001531,8,12.930378,77.593721,BIKE,1,0.5403
V001532,8,12.917854,77.598267,BIKE,1,0.3551
V001533,8,12.92026,77.601706,BIKE,0,0.2952
V001534,8,12.92332,77.593621,CAR,0,0.2539
V001535,8,12.923418,77.597501,CAR,0,0.4405
V001536,8,12.924972,77.591631,BIKE,0,0.4996
V001537,8,12.932391,77.593731,CAR,1,0.4002
V001538,8,12.9229,77.58762,CAR,0,0.3286
V001539,8,12.92398,77.599293,CAR,1,0.4998
V001540,8,12.926317,77.590472,BIKE,1,0.4105
V001541,8,12.924243,77.592588,CAR,0,0.5334
V001542,8,12.923073,77.59764,BUS,1,0.4048
V001543,8,12.923359,77.594759,CAR,0,0.3675
V001544,8,12.921705,77.595623,BIKE,1,0.5571
V001545,8,12.924439,77.586265,CAR,0,0.0498
V001546,8,12.924736,77.596333,CAR,1,0.3441
V001547,8,12.925134,77.594723,BIKE,1,0.3153
V001548,8,12.921521,77.59163,CAR,0,0.539
V001549,8,12.928704,77.602371,BIKE,0,0.4352
V001550,8,12.922577,77.593907,CAR,1,0.2561
V001551,8,12.923388,77.5908,CAR,1,0.3755
V001552,8,12.917543,77.590816,BIKE,0,0.2277
V001553,8,12.926026,77.59065,CAR,1,0.4396
V001554,8,12.927968,77.597072,CAR,1,0.5239
V001555,8,12.923026,77.596414,TRUCK,1,0.3487
V001556,8,12.923792,77.594164,BIKE,1,0.3608
V001557,8,12.922746,77.590181,BIKE,0,0.3423
V001558,8,12.922197,77.590908,BIKE,0,0.2711
V001559,8,12.924576,77.588216,CAR,1,0.2532
V001560,8,12.916735,77.592515,AUTO,1,0.6042
V001561,8,12.927596,77.589463,CAR,0,0.3749
V001562,8,12.921121,77.599827,CAR,1,0.2927
V001563,8,12.924897,77.596047,BIKE,1,0.3382
V001564,8,12.926759,77.583926,CAR,1,0.3828
V001565,8,12.919806,77.589121,CAR,0,0.3274
V001566,8,12.925745,77.585672,TRUCK,1,0.4084
V001567,8,12.927101,77.594695,BIKE,0,0.345
V001568,8,12.921188,77.591487,CAR,1,0.4675
V001569,8,12.927216,77.588022,CAR,0,0.4395
V001570,8,12.922838,77.592833,BIKE,0,0.5371
V001571,8,12.935207,77.589486,CAR,1,0.4022
V001572,8,12.924241,77.593061,AUTO,0,0.3818
V001573,8,12.92412,77.596188,AUTO,0,0.3698
V001574,8,12.918801,77.593158,TRUCK,0,0.3612
V001575,8,12.922691,77.590206,AUTO,1,0.5831
V001576,8,12.928881,77.593216,CAR,0,0.2448
V001577,8,12.919958,77.595368,CAR,0,0.4237
V001578,8,12.921265,77.589898,AUTO,0,0.4958
V001579,8,12.927595,77.589655,CAR,1,0.4661
V001580,8,12.928983,77.594415,CAR,0,0.6005
V001581,8,12.927693,77.593038,CAR,1,0.5483
V001582,8,12.933489,77.594928,BUS,0,0.4763
V001583,8,12.919752,77.598826,CAR,1,0.4429
V001584,8,12.915456,77.593038,CAR,0,0.3196
V001585,8,12.927307,77.595382,CAR,0,0.2303
V001586,8,12.929981,77.602273,BIKE,0,0.2069
V001587,8,12.92569,77.593854,BIKE,0,0.3819
V001588,8,12.920836,77.589703,BIKE,0,0.3668
V001589,8,12.924338,77.590654,BIKE,0,0.5149
V001590,8,12.92422,77.593703,CAR,0,0.3425
V001591,8,12.923355,77.595874,CAR,0,0.3125
V001592,8,12.928407,77.594044,BUS,0,0.5925
V001593,8,12.922535,77.588262,BIKE,1,0.2441
V001594,8,12.923081,77.592252,BIKE,1,0.3383
V001595,8,12.919711,77.596984,BUS,1,0.3841
V001596,8,12.928384,77.598129,CAR,0,0.3474
V001597,8,12.9273,77.588158,BIKE,0,0.2746
V001598,8,12.923953,77.593151,BIKE,0,0.207
V001599,8,12.922311,77.594271,BIKE,1,0.48
V001600,8,12.929462,77.59048,CAR,0,0.209
V001601,8,12.925059,77.590678,CAR,0,0.1755
V001602,8,12.91845,77.597393,BIKE,1,0.3226
V001603,8,12.922836,77.595179,AUTO,1,0.4812
V001604,8,12.927114,77.596783,AUTO,1,0.4341
V001605,8,12.927397,77.593969,CAR,0,0.3604
V001606,8,12.931576,77.593711,AUTO,1,0.4481
V001607,8,12.924442,77.595139,AUTO,0,0.4911
V001608,8,12.918833,77.602008,CAR,1,0.2789
V001609,8,12.92427,77.596301,CAR,1,0.3116
V001610,8,12.926843,77.59273,CAR,1,0.489
V001611,8,12.931919,77.591354,BIKE,1,0.5017
V001612,8,12.925855,77.593829,BIKE,1,0.3076
V001613,8,12.92471,77.593526,CAR,1,0.3992
V001614,8,12.922424,77.604427,AUTO,0,0.2409
V001615,8,12.933162,77.588519,TRUCK,1,0.4611
V001616,8,12.929945,77.598663,CAR,0,0.3559
V001617,8,12.925396,77.590624,CAR,1,0.3876
V001618,8,12.918214,77.594393,CAR,0,0.2628
V001619,8,12.927352,77.598397,CAR,0,0.5972
V001620,8,12.919138,77.596784,CAR,0,0.3508
V001621,8,12.92878,77.597461,CAR,0,0.4358
V001622,8,12.926215,77.595965,CAR,1,0.4345
V001623,8,12.924475,77.588265,CAR,0,0.4432
V001624,8,12.925509,77.596826,CAR,0,0.1619
V001625,8,12.913412,77.589893,CAR,1,0.5421
V001626,8,12.928529,77.59466,CAR,1,0.4766
V001627,8,12.922471,77.598854,CAR,0,0.5926
V001628,8,12.921185,77.598908,AUTO,0,0.4753
V001629,8,12.926703,77.589459,CAR,0,0.4861
V001630,8,12.927834,77.588272,BUS,0,0.4337
V001631,8,12.924763,77.599454,BIKE,0,0.4841
V001632,8,12.921041,77.598697,CAR,1,0.2665
V001633,8,12.929144,77.596257,TRUCK,1,0.4648
V001634,8,12.941103,77.596565,BIKE,1,0.422
V001635,8,12.924145,77.591662,CAR,0,0.4081
V001636,8,12.924365,77.588967,BIKE,1,0.5705
V001637,8,12.92785,77.597903,BUS,0,0.1189
V001638,8,12.927938,77.591737,CAR,1,0.3101
V001639,8,12.927168,77.589354,CAR,1,0.2477
V001640,8,12.92869,77.59167,AUTO,1,0.3146
V001641,8,12.930006,77.599082,BIKE,1,0.5132
V001642,8,12.92416,77.58862,CAR,0,0.2946
V001643,8,12.920802,77.596504,BIKE,1,0.4645
V001644,8,12.929234,77.595708,AUTO,1,0.5276
V001645,8,12.924844,77.592825,CAR,0,0.4633
V001646,8,12.924292,77.590857,BIKE,0,0.5417
V001647,8,12.924225,77.586827,CAR,0,0.4142
V001648,8,12.931338,77.589175,BUS,1,0.4948
V001649,8,12.924874,77.589264,CAR,1,0.2466
V001650,8,12.922122,77.592495,BIKE,0,0.3977
V001651,8,12.922271,77.593161,BIKE,0,0.3865
V001652,8,12.918546,77.595473,CAR,0,0.4755
V001653,8,12.932032,77.58952,BIKE,1,0.4893
V001654,8,12.931827,77.596047,BIKE,1,0.343
V001655,8,12.925654,77.588628,BIKE,1,0.286
V001656,8,12.91819,77.595789,AUTO,1,0.3117
V001657,8,12.920506,77.594103,BIKE,1,0.3001
V001658,8,12.924393,77.596167,AUTO,0,0.2894
V001659,8,12.920601,77.5894,CAR,0,0.5104
V001660,8,12.922523,77.590185,BIKE,0,0.6232
V001661,8,12.927305,77.588375,CAR,1,0.3293
V001662,8,12.92461,77.594792,AUTO,1,0.4194
V001663,8,12.923295,77.594728,AUTO,1,0.4593
V001664,8,12.921004,77.595396,CAR,1,0.5866
V001665,8,12.925897,77.589253,CAR,0,0.5671
V001666,8,12.924333,77.591692,AUTO,0,0.5674
V001667,8,12.927295,77.590837,BIKE,0,0.4332
V001668,8,12.926011,77.593617,BIKE,1,0.4256
V001669,8,12.930349,77.589082,CAR,1,0.3689
V001670,8,12.926838,77.604814,CAR,1,0.4837
V001671,8,12.921028,77.592543,AUTO,1,0.4954
V001672,8,12.924143,77.592305,CAR,0,0.3884
V001673,8,12.920975,77.596849,CAR,0,0.3319
V001674,8,12.931263,77.592128,TRUCK,1,0.4314
V001675,8,12.924709,77.592734,CAR,0,0.3483
V001676,8,12.922606,77.596066,CAR,0,0.4478
V001677,8,12.919346,77.596312,BIKE,0,0.3491
V001678,8,12.92549,77.597508,CAR,1,0.3132
V001679,8,12.926918,77.584063,BUS,1,0.6518
V001680,8,12.924426,77.586379,BIKE,0,0.491
V001681,8,12.924055,77.592925,CAR,0,0.4386
V001682,8,12.920246,77.602782,TRUCK,1,0.6786
V001683,8,12.924662,77.598466,CAR,0,0.3985
V001684,8,12.929515,77.593675,BIKE,0,0.263
V001685,8,12.92878,77.587387,AUTO,0,0.4444
V001686,8,12.925953,77.592465,BIKE,1,0.5106
V001687,8,12.915449,77.585063,CAR,1,0.6258
V001688,8,12.921705,77.592606,BIKE,0,0.5148
V001689,8,12.924949,77.591525,CAR,0,0.3469
V001690,8,12.926807,77.591914,BIKE,1,0.4253
V001691,8,12.928679,77.586632,CAR,0,0.3536
V001692,8,12.91716,77.593415,BIKE,0,0.5848
V001693,8,12.926327,77.594538,CAR,1,0.5979
V001694,8,12.92356,77.590838,CAR,1,0.3829
V001695,8,12.923456,77.591113,BUS,0,0.4698
V001696,8,12.923087,77.598436,CAR,1,0.3629
V001697,8,12.927976,77.59424,CAR,0,0.2104
V001698,8,12.928158,77.596561,BIKE,0,0.3172
V001699,8,12.923787,77.597546,CAR,1,0.3886
V001700,8,12.926152,77.592304,AUTO,1,0.4379
V001701,8,12.927125,77.593985,CAR,1,0.425
V001702,8,12.925318,77.594658,CAR,1,0.3258
V001703,8,12.928402,77.596797,CAR,1,0.2769
V001704,8,12.921052,77.599146,BIKE,1,0.5856
V001705,8,12.92807,77.599383,CAR,1,0.4974
V001706,8,12.929263,77.591762,CAR,1,0.2864
V001707,8,12.92632,77.596774,CAR,0,0.342
V001708,8,12.922866,77.594384,AUTO,1,0.2488
V001709,8,12.927424,77.590647,CAR,0,0.2698
V001710,8,12.926621,77.591751,BIKE,1,0.4457
V001711,9,12.838667,77.661013,CAR,1,0.7353
V001712,9,12.844295,77.660584,AUTO,1,0.5133
V001713,9,12.850309,77.659729,AUTO,1,0.448
V001714,9,12.846303,77.668416,CAR,1,0.545
V001715,9,12.844223,77.664139,BIKE,1,0.731
V001716,9,12.845341,77.661039,CAR,0,0.3996
V001717,9,12.845399,77.659032,CAR,1,0.3137
V001718,9,12.840509,77.658719,CAR,0,0.4515
V001719,9,12.837588,77.652257,BIKE,0,0.4904
V001720,9,12.843044,77.656528,CAR,1,0.4891
V001721,9,12.843903,77.659987,AUTO,1,0.7871
V001722,9,12.847785,77.663126,BIKE,1,0.5247
V001723,9,12.842896,77.661502,BIKE,1,0.7334
V001724,9,12.848623,77.656723,BIKE,0,0.4587
V001725,9,12.842117,77.658266,CAR,1,0.7518
V001726,9,12.846027,77.661185,CAR,1,0.4533
V001727,9,12.84106,77.65879,CAR,1,0.5998
V001728,9,12.849238,77.664614,CAR,1,0.436
V001729,9,12.841618,77.660697,BIKE,1,0.4938
V001730,9,12.84094,77.66202,CAR,1,0.2539
V001731,9,12.846876,77.652989,BIKE,1,0.4938
V001732,9,12.837976,77.661394,AUTO,0,0.3713
V001733,9,12.850113,77.662599,BIKE,1,0.4042
V001734,9,12.842188,77.656904,CAR,1,0.4994
V001735,9,12.844501,77.66029,AUTO,1,0.5548
V001736,9,12.846807,77.663504,AUTO,0,0.4233
V001737,9,12.840789,77.667419,TRUCK,1,0.3293
V001738,9,12.853952,77.658187,AUTO,1,0.4299
V001739,9,12.843886,77.659668,AUTO,0,0.0665
V001740,9,12.849354,77.665436,TRUCK,1,0.4675
V001741,9,12.848269,77.65791,CAR,1,0.3478
V001742,9,12.845924,77.666186,BIKE,1,0.4002
V001743,9,12.846101,77.661067,AUTO,0,0.5694
V001744,9,12.848721,77.667127,BUS,1,0.4199
V001745,9,12.843875,77.659676,BIKE,1,0.5567
V001746,9,12.8448,77.666079,CAR,1,0.4936
V001747,9,12.845757,77.655682,CAR,1,0.3025
V001748,9,12.843727,77.661375,BIKE,1,0.5126
V001749,9,12.834777,77.659238,CAR,0,0.5521
V001750,9,12.848203,77.660524,TRUCK,0,0.671
V001751,9,12.844408,77.648799,BIKE,0,0.4508
V001752,9,12.845811,77.662983,BIKE,1,0.6576
V001753,9,12.84613,77.654959,CAR,1,0.4226
V001754,9,12.841411,77.659008,AUTO,1,0.4707
V001755,9,12.847765,77.664866,AUTO,1,0.4503
V001756,9,12.839646,77.655345,BIKE,1,0.4911
V001757,9,12.843293,77.659336,CAR,0,0.5587
V001758,9,12.839818,77.657913,CAR,1,0.6313
V001759,9,12.850145,77.657859,BUS,1,0.6604
V001760,9,12.839206,77.669358,CAR,0,0.5365
V001761,9,12.848009,77.665444,CAR,1,0.4105
V001762,9,12.847865,77.660108,AUTO,0,0.5237
V001763,9,12.841727,77.663362,CAR,1,0.6688
V001764,9,12.846929,77.660232,BUS,1,0.3068
V001765,9,12.836644,77.665832,CAR,0,0.5341
V001766,9,12.837905,77.660191,BIKE,1,0.7265
V001767,9,12.84328,77.660421,TRUCK,1,0.6358
V001768,9,12.850872,77.660382,CAR,1,0.6209
V001769,9,12.846295,77.661939,BIKE,0,0.5058
V001770,9,12.84343,77.664038,AUTO,0,0.4656
V001771,9,12.838293,77.662672,CAR,1,0.3518
V001772,9,12.844941,77.661954,CAR,1,0.509
V001773,9,12.8469,77.666761,BUS,0,0.6924
V001774,9,12.838936,77.66628,CAR,1,0.6115
V001775,9,12.850723,77.665045,BIKE,1,0.629
V001776,9,12.848268,77.663464,CAR,0,0.4671
V001777,9,12.851856,77.657202,BIKE,0,0.4584
V001778,9,12.843111,77.667734,BIKE,0,0.5407
V001779,9,12.843404,77.659846,CAR,1,0.3396
V001780,9,12.848191,77.66188,AUTO,1,0.4568
V001781,9,12.840657,77.661017,CAR,1,0.5739
V001782,9,12.838504,77.65973,BIKE,1,0.3504
V001783,9,12.838599,77.660733,BUS,1,0.4404
V001784,9,12.837234,77.656055,AUTO,0,0.421
V001785,9,12.849611,77.659587,CAR,0,0.1987
V001786,9,12.850135,77.662052,AUTO,1,0.3473
V001787,9,12.839533,77.655609,BIKE,1,0.6031
V001788,9,12.851312,77.662044,BIKE,0,0.4442
V001789,9,12.845102,77.665789,CAR,1,0.5972
V001790,9,12.850985,77.66605,CAR,1,0.2648
V001791,9,12.841067,77.661247,BIKE,1,0.328
V001792,9,12.843201,77.659914,CAR,0,0.3681
V001793,9,12.852378,77.65956,BUS,1,0.4241
V001794,9,12.844487,77.66308,BIKE,0,0.3415
V001795,9,12.850277,77.66376,CAR,0,0.646
V001796,9,12.85364,77.654093,CAR,0,0.3188
V001797,9,12.845958,77.664197,AUTO,0,0.2505
V001798,9,12.848322,77.654011,AUTO,0,0.3367
V001799,9,12.844564,77.662481,BIKE,1,0.5545
V001800,9,12.84746,77.662652,CAR,0,0.5973
V001801,9,12.847961,77.660194,CAR,1,0.4321
V001802,9,12.848755,77.654528,CAR,0,0.3708
V001803,9,12.849417,77.653637,CAR,1,0.6522
V001804,9,12.835114,77.659911,BIKE,0,0.6247
V001805,9,12.852208,77.651288,CAR,1,0.4458
V001806,9,12.850393,77.664017,BIKE,1,0.3279
V001807,9,12.838515,77.651932,CAR,0,0.6146
V001808,9,12.844367,77.661656,BUS,1,0.4801
V001809,9,12.849217,77.658858,CAR,1,0.4546
V001810,9,12.846491,77.654877,BUS,0,0.4815
V001811,9,12.851783,77.660437,BIKE,1,0.5149
V001812,9,12.847045,77.660977,CAR,1,0.2315
V001813,9,12.850335,77.657579,CAR,0,0.221
V001814,9,12.848147,77.649333,AUTO,0,0.4362
V001815,9,12.848785,77.653633,TRUCK,1,0.2978
V001816,9,12.845613,77.655727,BIKE,0,0.5021
V001817,9,12.856111,77.662136,BUS,1,0.4138
V001818,9,12.851419,77.656083,AUTO,0,0.4455
V001819,9,12.844402,77.658581,CAR,0,0.4986
V001820,9,12.846848,77.660941,CAR,1,0.7458
V001821,9,12.840915,77.662301,CAR,1,0.4032
V001822,9,12.845399,77.669829,BIKE,1,0.6614
V001823,9,12.852253,77.654452,CAR,0,0.6544
V001824,9,12.847446,77.665133,BIKE,0,0.3516
V001825,9,12.844455,77.663616,CAR,0,0.9023
V001826,9,12.840014,77.658899,BIKE,0,0.3772
V001827,9,12.843347,77.66814,BIKE,0,0.4017
V001828,9,12.848768,77.66531,AUTO,1,0.5414
V001829,9,12.848872,77.663819,BUS,1,0.6715
V001830,9,12.848493,77.649595,AUTO,1,0.549
V001831,9,12.843479,77.655903,AUTO,0,0.4274
V001832,9,12.842249,77.659116,CAR,0,0.456
V001833,9,12.846577,77.657892,CAR,1,0.4192
V001834,9,12.840372,77.660935,AUTO,0,0.6191
V001835,9,12.839732,77.659143,BIKE,1,0.6191
V001836,9,12.851021,77.662032,AUTO,1,0.3988
V001837,9,12.846882,77.662261,CAR,1,0.3259
V001838,9,12.847379,77.663525,BIKE,1,0.5473
V001839,9,12.841708,77.654918,CAR,0,0.1066
V001840,9,12.846791,77.652315,BIKE,1,0.4123
V001841,9,12.846837,77.657972,AUTO,1,0.4861
V001842,9,12.84557,77.656944,AUTO,0,0.435
V001843,9,12.844488,77.658656,CAR,0,0.4776
V001844,9,12.847283,77.664057,BIKE,0,0.2749
V001845,9,12.847584,77.658533,BIKE,1,0.3768
V001846,9,12.845583,77.659479,AUTO,0,0.3601
V001847,9,12.846003,77.660644,BIKE,0,0.6915
V001848,9,12.842264,77.664636,CAR,1,0.638
V001849,9,12.847076,77.656691,BIKE,0,0.4451
V001850,9,12.840968,77.659643,AUTO,1,0.5144
V001851,9,12.846135,77.659953,BIKE,1,0.6329
V001852,9,12.838529,77.658385,AUTO,0,0.6159
V001853,9,12.841641,77.66247,BIKE,1,0.4152
V001854,9,12.843024,77.652338,CAR,0,0.3339
V001855,9,12.844011,77.654632,CAR,0,0.6868
V001856,10,12.971367,77.607827,BIKE,0,0.5448
V001857,10,12.973733,77.605656,CAR,1,0.5469
V001858,10,12.973829,77.606616,BIKE,0,0.5807
V001859,10,12.969952,77.615174,CAR,0,0.4892
V001860,10,12.973585,77.605163,BIKE,1,0.656
V001861,10,12.974664,77.603717,CAR,0,0.5142
V001862,10,12.973919,77.60853,CAR,1,0.6745
V001863,10,12.977477,77.606826,BIKE,1,0.7579
V001864,10,12.976291,77.603824,BIKE,0,0.7336
V001865,10,12.975507,77.604852,CAR,0,0.6321
V001866,10,12.988534,77.611679,BIKE,1,0.5922
V001867,10,12.971899,77.601757,CAR,1,0.6524
V001868,10,12.972716,77.609091,CAR,0,0.665
V001869,10,12.985009,77.600648,BIKE,0,0.4165
V001870,10,12.975445,77.606505,TRUCK,0,0.6365
V001871,10,12.974331,77.611215,BIKE,1,0.6384
V001872,10,12.974912,77.601723,BUS,1,0.498
V001873,10,12.981249,77.607439,CAR,1,0.6547
V001874,10,12.975588,77.604056,BIKE,1,0.684
V001875,10,12.971119,77.608198,AUTO,1,0.6596
V001876,10,12.977899,77.606345,CAR,1,0.5468
V001877,10,12.973084,77.606968,BIKE,1,0.6445
V001878,10,12.97038,77.607099,AUTO,1,0.5637
V001879,10,12.978536,77.607542,BIKE,0,0.5963
V001880,10,12.966013,77.609989,BIKE,1,0.4351
V001881,10,12.98428,77.61351,BIKE,1,0.7448
V001882,10,12.976227,77.604603,BIKE,1,0.562
V001883,10,12.979077,77.599056,CAR,1,0.669
V001884,10,12.976819,77.602331,BIKE,0,0.6797
V001885,10,12.973718,77.606182,BIKE,1,0.5679
V001886,10,12.973155,77.613159,CAR,1,0.7098
V001887,10,12.971493,77.605053,BIKE,1,0.6216
V001888,10,12.973578,77.605378,CAR,1,0.5918
V001889,10,12.967325,77.6004,AUTO,0,0.7511
V001890,10,12.980716,77.609766,AUTO,1,0.6373
V001891,10,12.97911,77.608389,BIKE,1,0.5788
V001892,10,12.976605,77.610277,BIKE,1,0.7248
V001893,10,12.97919,77.609675,CAR,0,0.6917
V001894,10,12.975332,77.605567,CAR,0,0.9815
V001895,10,12.972149,77.607325,CAR,1,0.9682
V001896,10,12.97553,77.603411,CAR,0,0.7661
V001897,10,12.970283,77.599573,BIKE,1,0.6325
V001898,10,12.969481,77.602649,AUTO,0,0.7096
V001899,10,12.98376,77.602793,CAR,1,0.6364
V001900,10,12.979844,77.609641,BIKE,1,0.7155
V001901,10,12.974692,77.609796,BIKE,1,0.5198
V001902,10,12.975565,77.60216,AUTO,0,0.5042
V001903,10,12.973943,77.602884,CAR,0,0.7435
V001904,10,12.974028,77.610771,CAR,0,0.6858
V001905,10,12.971029,77.601686,BUS,0,0.8168
V001906,10,12.972154,77.604543,TRUCK,1,0.561
V001907,10,12.97445,77.615125,BIKE,1,0.81
V001908,10,12.973909,77.609191,TRUCK,1,0.6181
V001909,10,12.976649,77.607308,AUTO,1,0.8688
V001910,10,12.974855,77.601175,BIKE,1,0.5697
V001911,10,12.971447,77.607475,CAR,1,0.7961
V001912,10,12.970387,77.605247,BUS,1,0.9689
V001913,10,12.973153,77.606629,TRUCK,0,0.6756
V001914,10,12.971786,77.602966,AUTO,0,0.7044
V001915,10,12.975543,77.599488,CAR,0,0.6731
V001916,10,12.974605,77.614204,BIKE,1,0.7886
V001917,10,12.97258,77.601915,CAR,1,0.8791
V001918,10,12.97446,77.606081,BUS,1,0.6561
V001919,10,12.971371,77.61329,CAR,1,0.6249
V001920,10,12.978138,77.607204,BIKE,1,0.672
V001921,10,12.974122,77.608653,AUTO,0,0.7367
V001922,10,12.975284,77.604783,CAR,1,0.6838
V001923,10,12.969431,77.602689,CAR,1,0.4178
V001924,10,12.975132,77.609374,CAR,1,0.9423
V001925,10,12.97309,77.606803,BIKE,1,0.5841
V001926,10,12.979705,77.600212,BIKE,0,0.5618
V001927,10,12.980172,77.617608,BIKE,0,0.6041
V001928,10,12.972871,77.606236,CAR,1,0.6102
V001929,10,12.974871,77.611885,CAR,0,0.6607
V001930,10,12.967236,77.601956,CAR,1,0.7363
V001931,10,12.967732,77.60583,CAR,1,0.6029
V001932,10,12.978169,77.612966,BIKE,1,0.6158
V001933,10,12.971276,77.609811,CAR,0,0.4794
V001934,10,12.979887,77.606562,CAR,0,0.6667
V001935,10,12.972775,77.608698,CAR,0,0.6565
V001936,10,12.981978,77.605028,CAR,1,0.6034
V001937,10,12.978228,77.610145,AUTO,1,0.673
V001938,10,12.980052,77.610737,CAR,1,0.8484
V001939,10,12.978255,77.609922,BIKE,1,0.8484
V001940,10,12.978079,77.607715,BIKE,0,0.4938
V001941,10,12.976446,77.607018,CAR,0,0.7166
V001942,10,12.964707,77.60756,CAR,1,0.8043
V001943,10,12.98234,77.607476,CAR,1,0.6603
V001944,10,12.972471,77.604739,CAR,1,0.5265
V001945,10,12.974159,77.604533,BIKE,1,0.7206
V001946,10,12.969588,77.601649,AUTO,1,0.7745
V001947,10,12.982068,77.613277,CAR,0,0.7485
V001948,10,12.966262,77.604943,TRUCK,1,0.7618
V001949,10,12.975443,77.607327,BIKE,0,0.627
V001950,10,12.976685,77.603702,TRUCK,1,0.7744
V001951,10,12.971084,77.600002,BIKE,0,0.6595
V001952,10,12.973382,77.608498,AUTO,1,0.7473
V001953,10,12.97493,77.606437,CAR,1,0.6629
V001954,10,12.968772,77.608092,AUTO,1,0.4148
V001955,10,12.977916,77.610969,CAR,0,0.7344
V001956,10,12.977193,77.605048,BIKE,1,0.7748
V001957,10,12.973477,77.612429,AUTO,1,0.7312
V001958,10,12.976645,77.608224,BIKE,0,0.6352
V001959,10,12.968867,77.610168,CAR,1,0.5118
V001960,10,12.978958,77.599701,BIKE,1,0.649
V001961,10,12.980976,77.603513,BIKE,1,0.4141
V001962,10,12.968566,77.606166,CAR,1,0.8077
V001963,10,12.972248,77.607148,CAR,1,0.5137
V001964,10,12.969642,77.618103,BIKE,0,0.6006
V001965,10,12.982857,77.611306,BIKE,1,0.5159
V001966,10,12.979207,77.600259,CAR,1,0.5636
V001967,10,12.974556,77.612876,BIKE,0,0.7468
V001968,10,12.982397,77.603588,CAR,1,0.8685
V001969,10,12.979728,77.594468,CAR,1,0.6366
V001970,10,12.970721,77.605625,BIKE,0,0.3556
V001971,10,12.980122,77.611531,CAR,1,0.6031
V001972,10,12.976568,77.602211,CAR,0,0.7347
V001973,10,12.975112,77.605955,TRUCK,1,0.6927
V001974,10,12.976242,77.607732,BIKE,1,0.6837
V001975,10,12.977368,77.609744,CAR,1,0.441
V001976,10,12.974809,77.609119,BIKE,1,0.6624
V001977,10,12.975557,77.601436,BUS,0,0.7064
V001978,10,12.976993,77.600924,BIKE,1,0.614
V001979,10,12.969017,77.60411,BIKE,1,0.4798
V001980,10,12.977841,77.608562,CAR,1,0.7323
V001981,10,12.971308,77.60504,CAR,1,0.5014
V001982,10,12.975129,77.619059,AUTO,1,0.4985
V001983,10,12.974049,77.605412,TRUCK,1,0.7614
V001984,10,12.973879,77.601196,BIKE,0,0.5817
V001985,10,12.977836,77.605862,BIKE,1,0.6297
V001986,10,12.972816,77.609788,BIKE,1,0.818
V001987,10,12.975533,77.608195,AUTO,0,0.6221
V001988,10,12.97759,77.605415,BIKE,1,0.4615
V001989,10,12.976457,77.607405,BIKE,1,0.4333
V001990,10,12.978149,77.607269,BUS,0,0.4227
V001991,10,12.970787,77.603649,CAR,1,0.6877
V001992,10,12.978902,77.599629,CAR,1,0.5349
V001993,10,12.981632,77.615031,CAR,0,0.6882
V001994,10,12.977493,77.600548,CAR,1,0.5913
V001995,10,12.972604,77.606853,CAR,1,0.694
V001996,10,12.978032,77.614646,AUTO,1,0.6449
V001997,10,12.973403,77.601503,CAR,0,0.69
V001998,10,12.975212,77.601006,AUTO,1,0.653
V001999,10,12.974621,77.60525,CAR,1,0.5763
V002000,10,12.977331,77.602893,AUTO,1,0.4625
V002001,10,12.982953,77.614338,BIKE,0,0.8989
V002002,10,12.979084,77.609833,BIKE,1,0.6175
V002003,10,12.976112,77.600649,TRUCK,0,0.7374
V002004,10,12.97654,77.607524,CAR,0,0.6545
V002005,10,12.969779,77.609076,CAR,0,0.5629
V002006,10,12.976733,77.606414,BIKE,1,0.4041
V002007,10,12.973795,77.606138,BIKE,1,0.7852
V002008,10,12.96451,77.613734,CAR,1,0.7364
V002009,10,12.968546,77.606829,CAR,0,0.627
V002010,10,12.975251,77.605837,AUTO,1,0.7227
V002011,10,12.979749,77.611839,BIKE,1,0.7901
V002012,10,12.975007,77.603768,CAR,1,0.6444
V002013,10,12.971443,77.601677,BIKE,1,0.8067
V002014,10,12.979418,77.610457,BIKE,1,0.7554
V002015,10,12.981092,77.6085,BIKE,1,0.4395
V002016,10,12.973092,77.61328,AUTO,1,0.6524
V002017,10,12.974869,77.607505,CAR,1,0.7679
V002018,10,12.978917,77.607062,CAR,1,0.8361
V002019,10,12.978679,77.610263,CAR,0,0.6368
V002020,10,12.972345,77.603973,CAR,0,0.6828
V002021,10,12.974808,77.605823,CAR,0,0.7102
V002022,10,12.980594,77.604643,CAR,1,0.6249
V002023,10,12.977664,77.608082,AUTO,1,0.7319
V002024,10,12.972609,77.600322,CAR,1,0.5339
V002025,10,12.975975,77.611811,CAR,0,0.8448
V002026,10,12.974175,77.60027,TRUCK,1,0.7864
V002027,10,12.97768,77.60639,BIKE,1,0.6371
V002028,10,12.979615,77.60688,CAR,1,0.5604
V002029,10,12.977169,77.608174,BUS,1,0.5639
V002030,10,12.970074,77.603209,AUTO,1,0.7427
V002031,10,12.976213,77.616231,CAR,1,0.7499
V002032,10,12.968596,77.602311,BIKE,0,0.3587
